,state,city,latest_rent,num_incidents,total_killed,total_injured
0,Michigan,Birmingham,2567,2,0,0
0,Michigan,Monroe Township,949,0,0,0
0,Michigan,Dewitt Township,1293,0,0,0
0,Pennsylvania,Upper Saint Clair,2190,0,0,0
0,Illinois,Zion,1310,18,5,12
0,Maine,Augusta,1089,28,3,5
0,Indiana,Auburn,1122,4,1,0
0,Washington,Enumclaw,2000,3,0,3
0,Minnesota,South Saint Paul,1390,4,0,3
0,Ohio,Mayfield Heights,1200,4,2,0
0,Illinois,Evergreen Park,1501,4,1,1
0,Maryland,Berlin,1314,1,2,0
0,Georgia,Saint Marys,1090,4,1,3
0,South Carolina,Little River,1150,10,1,5
0,Florida,Sun City Center,1294,2,0,0
0,California,Shafter,1169,6,2,2
0,California,Duarte,2250,17,8,9
0,Missouri,Spanish Lake,954,3,1,4
0,California,El Sobrante,2440,6,2,3
0,Illinois,Bloomingdale,1922,2,3,0
0,Illinois,Brookfield,1656,2,1,1
0,Texas,Fredericksburg,1722,1,0,0
0,New York,Selden,2572,2,1,1
0,New Jersey,Montgomery Township,2728,0,0,0
0,Louisiana,Zachary,1387,15,7,7
0,North Carolina,Zebulon,1200,8,1,7
0,Georgia,Cedartown,911,8,5,2
0,Kansas,Great Bend,757,16,2,10
0,Connecticut,Town of Bethel,2127,0,0,0
0,Florida,Sunny Isles Beach,2427,1,0,1
0,North Carolina,Belmont,1238,8,1,3
0,New York,Mineola,2915,2,1,1
0,Connecticut,Southbury,1580,2,0,0
0,Alabama,Hartselle,825,8,5,1
0,Ohio,Portsmouth,794,12,3,8
0,South Dakota,Yankton,1160,9,1,4
0,California,Albany,3292,0,0,0
0,Tennessee,Manchester,1084,4,1,3
0,New Jersey,Glassboro,1825,14,1,2
0,Kentucky,Ashland,851,15,2,4
0,California,Nipomo,2226,1,0,0
0,Illinois,Alsip,1491,3,3,2
0,Oregon,Dallas,1390,6,1,3
0,Iowa,Indianola,1187,0,0,0
0,Illinois,Woodstock,1466,8,1,3
0,Michigan,Trenton,1130,3,2,0
0,Washington,Stanwood,1949,3,0,1
0,Georgia,Perry,923,10,1,3
0,Washington,Tukwila,1812,4,0,4
0,Washington,Mill Creek,2401,4,0,2
0,Maryland,Edgewood,1352,21,8,18
0,South Carolina,Socastee,1242,0,0,0
0,Florida,Temple Terrace,1300,3,2,1
0,New York,Massapequa Park,2869,0,0,0
0,Florida,Citrus Ridge,1386,0,0,0
0,Minnesota,Forest Lake,1551,3,1,1
0,North Carolina,Havelock,922,13,4,8
0,Florida,Jacksonville Beach,1753,11,2,5
0,Pennsylvania,East Hempfield Township,1468,0,0,0
0,Georgia,Forest Park,800,11,10,4
0,New Mexico,Las Vegas,1079,6,1,3
0,Virginia,Dumfries,1984,16,2,9
0,West Virginia,Buckhannon,922,2,1,0
0,Illinois,Franklin Park,1576,2,0,1
0,Kentucky,Erlanger,1076,4,0,6
0,Alabama,Foley,1219,14,4,2
0,Oregon,Pendleton,1180,7,3,1
0,Maryland,Rosedale,1579,3,2,2
0,Washington,Bainbridge Island,2875,2,1,1
0,Michigan,Ypsilanti,1359,167,20,57
0,Georgia,Cartersville,1018,28,6,12
0,Florida,Orange City,1094,17,3,6
0,Ohio,Eastlake,1112,5,2,1
0,Florida,Oak Ridge,1175,0,0,0
0,New Jersey,Morristown,2527,6,0,2
0,Connecticut,Rocky Hill,1707,7,1,1
0,Illinois,Bensenville,1720,1,1,0
0,Tennessee,Harriman,848,14,4,5
0,Kentucky,Paducah,825,73,2,15
0,Florida,Windermere,2330,6,3,1
0,California,American Canyon,2625,5,0,1
0,Arizona,Green Valley,1129,5,3,1
0,California,Hermosa Beach,4712,2,2,1
0,Maryland,Lexington Park,1525,8,0,2
0,New Hampshire,Bedford,2507,5,3,1
0,Washington,Clarkston,1268,5,1,2
0,Alabama,Vestavia Hills,1873,1,0,1
0,New York,Bronxville,3488,0,0,0
0,New York,Town of Owego,1432,0,0,0
0,Pennsylvania,Limerick,1807,0,0,0
0,New York,Kings Park,2790,1,0,1
0,New Jersey,Point Pleasant,1949,0,0,0
0,Michigan,Gaines Township,1423,0,0,0
0,Indiana,Mooresville,1187,1,0,0
0,California,Arcata,1519,30,2,6
0,Colorado,Cimarron Hills,1325,0,0,0
0,Illinois,Homewood,1501,1,0,2
0,Florida,Ruskin,1367,13,3,7
0,California,La Crescenta-Montrose,3237,0,0,0
0,California,Los Alamitos,3225,1,1,0
0,Connecticut,Wilton,3901,1,0,0
0,Illinois,Collinsville,955,21,4,4
0,New York,Syosset,3509,0,0,0
0,Ohio,Rocky River,1762,6,1,0
0,Missouri,Creve Coeur,2289,2,1,0
0,Washington,East Hill-Meridian,2022,0,0,0
0,Tennessee,Sparta,962,6,6,1
0,Tennessee,Athens,1041,33,11,10
0,Rhode Island,Newport,2118,9,2,4
0,New Jersey,Merchantville,1574,1,1,0
0,Pennsylvania,Hampton Township,1620,0,0,0
0,California,Port Hueneme,2108,13,3,4
0,Georgia,Thomaston,853,4,1,1
0,Massachusetts,Westborough,2474,1,0,0
0,Georgia,Decatur,2420,147,82,103
0,Oregon,Hood River,1741,4,0,1
0,Florida,West Melbourne,1468,1,2,0
0,Oklahoma,Chickasha,790,29,9,13
0,Louisiana,Chalmette,1229,25,6,4
0,Ohio,Niles,747,6,0,3
0,Tennessee,Fayetteville,971,3,1,3
0,Ohio,Whitehall,871,4,2,3
0,Rhode Island,Central Falls,1088,28,2,13
0,New Jersey,Dover,2219,6,0,1
0,North Carolina,Mount Olive,871,9,2,5
0,Minnesota,Big Lake,1389,2,1,0
0,New Jersey,Mt Olive Township,2403,0,0,0
0,New York,Town of Mamaroneck,3813,0,0,0
0,Florida,Debary,1375,12,1,5
0,Oklahoma,Bethany,935,8,3,3
0,Georgia,Ellijay,1235,3,3,0
0,North Carolina,Hillsborough,1397,12,0,7
0,Ohio,Miamisburg,1195,10,3,3
0,South Carolina,York,1185,56,7,22
0,New York,Lackawanna,1013,3,0,2
0,Louisiana,Ruston,1234,14,5,9
0,Texas,Hutto,1503,1,1,0
0,California,Phelan,1344,5,3,0
0,Kentucky,Harrodsburg,972,4,2,1
0,Florida,Fruit Cove,1915,0,0,0
0,Utah,Syracuse,1506,4,4,2
0,New Jersey,Tinton Falls,2182,0,0,0
0,North Carolina,North Wilkesboro,947,1,2,0
0,Alabama,Scottsboro,931,4,0,3
0,Pennsylvania,Windsor Township,1351,0,0,0
0,Connecticut,Town of Groton,1517,0,0,0
0,Illinois,Mokena,2089,3,0,1
0,North Carolina,Newton,843,3,2,1
0,Ohio,East Cleveland,802,4,3,1
0,Massachusetts,Sudbury,2991,2,0,0
0,Indiana,Griffith,1266,15,3,4
0,Minnesota,White Bear Lake,1492,1,0,0
0,South Carolina,Camden,995,16,6,4
0,Massachusetts,Grafton,1898,0,0,0
0,Massachusetts,Winthrop,2427,1,0,1
0,New Jersey,Pleasantville,1297,73,13,38
0,Connecticut,Plainville,1543,2,0,0
0,New Jersey,Hamilton Township,1429,4,0,2
0,Minnesota,Hopkins,1516,1,0,1
0,Connecticut,Berlin,1897,6,2,1
0,Oklahoma,Bixby,1404,3,1,0
0,Wisconsin,Town of Oconomowoc,1754,0,0,0
0,Ohio,Forest Park,1146,2,1,1
0,California,Westlake Village,3936,2,2,0
0,California,Willowbrook,2180,1,1,2
0,Pennsylvania,Manor Township,1211,1,0,0
0,Massachusetts,South Hadley,1726,4,0,4
0,Wisconsin,Cudahy,1217,7,4,3
0,Wisconsin,Town of Hartford,1332,0,0,0
0,Virginia,Hybla Valley,2293,0,0,0
0,California,Truckee,2400,4,1,2
0,Delaware,Georgetown,1254,11,0,1
0,New Jersey,Marlboro,2760,1,1,1
0,New Jersey,Colonia,2190,0,0,0
0,Illinois,Bellwood,1388,6,4,7
0,Virginia,Gloucester,1309,1,0,0
0,Virginia,Stephens City,1371,1,0,0
0,Missouri,Fulton,950,21,0,4
0,Louisiana,Morgan City,1122,21,3,7
0,Florida,Odessa,2434,3,1,0
0,Texas,Taylor,1419,9,5,3
0,Florida,Labelle,1253,3,1,2
0,Texas,Sachse,1800,0,0,0
0,Pennsylvania,West Mifflin,888,14,5,6
0,Washington,Washougal,1724,6,1,1
0,Kansas,El Dorado,713,5,2,2
0,Vermont,Colchester,1786,9,0,2
0,Michigan,Sturgis,944,4,0,0
0,New Jersey,Dumont,2393,0,0,0
0,South Carolina,Ladson,1202,35,6,14
0,Vermont,South Burlington,1760,4,1,0
0,Missouri,Overland,848,0,0,0
0,New Jersey,Lindenwold,1325,7,0,4
0,Louisiana,Belle Chasse,1543,2,0,0
0,New Mexico,Belen,875,5,3,1
0,Massachusetts,Town of Sharon,2710,0,0,0
0,Massachusetts,Town of Greenfield,1660,0,0,0
0,Massachusetts,Newburyport,2401,3,1,0
0,Delaware,Millsboro,1326,10,3,2
0,California,Taft,913,3,0,0
0,Idaho,Rigby,1066,7,1,3
0,New Jersey,Chatham Township,3952,0,0,0
0,Alabama,Jacksonville,819,10,8,4
0,Wisconsin,Town of Sun Prairie,1398,0,0,0
0,Massachusetts,Concord,3250,1,0,0
0,Michigan,Wayne,894,2,1,0
0,New Jersey,Woodbridge Township,1943,0,0,0
0,California,Lindsay,1094,3,3,1
0,Alabama,Tuscumbia,862,10,4,4
0,Maryland,Edgewater,2112,6,2,2
0,Maine,Westbrook,1664,11,1,2
0,Ohio,Northfield,1426,0,0,0
0,Washington,Cheney,1219,5,1,1
0,Massachusetts,Somerset,1509,2,0,0
0,Hawaii,Pahoa,1216,11,5,3
0,New York,Scarsdale,8407,1,0,0
0,Texas,Lockhart,1269,2,1,2
0,Washington,Anacortes,1717,0,0,0
0,New Jersey,Vernon Township,1735,0,0,0
0,Ohio,Steubenville,650,17,5,13
0,Massachusetts,Town of Hingham,3360,0,0,0
0,Virginia,Great Falls,4477,3,2,0
0,Maine,Windham,1659,3,2,0
0,Alabama,Anniston,676,62,35,40
0,Florida,Oldsmar,1412,3,3,1
0,Ohio,Tallmadge,1273,5,0,3
0,Pennsylvania,Scott Township,1230,0,0,0
0,Pennsylvania,Susquehanna Township,1247,1,0,1
0,Georgia,Eastman,955,3,2,1
0,Minnesota,Chanhassen,1989,1,0,0
0,Arkansas,Bryant,1193,4,0,0
0,Rhode Island,Bristol,2064,1,0,1
0,Florida,Summerfield,1171,33,5,2
0,Ohio,Centerville,1439,0,0,0
0,Kentucky,La Grange,1471,5,0,0
0,Kentucky,Mount Washington,1170,5,4,1
0,Tennessee,Seymour,1132,3,0,0
0,Texas,South Houston,1229,3,0,4
0,Pennsylvania,Manchester Township,1438,0,0,0
0,Connecticut,Willimantic,1323,23,0,4
0,New Jersey,Secaucus,2247,5,0,1
0,Mississippi,McComb,849,1,0,1
0,New Jersey,Elmwood Park,2191,4,0,0
0,South Carolina,Gaston,878,23,12,7
0,New Jersey,Ocean Township,2398,2,0,0
0,Oklahoma,Jenks,1421,3,0,1
0,Massachusetts,Norton,1849,5,1,0
0,Kentucky,Independence,1326,4,4,0
0,Massachusetts,Town of Foxborough,2433,0,0,0
0,Illinois,Frankfort,2423,2,0,0
0,Ohio,Harrison,1226,29,6,18
0,California,Kerman,1244,5,1,0
0,North Carolina,Forest City,859,9,3,4
0,North Carolina,Mint Hill,1471,3,0,1
0,New York,Salina,1368,0,0,0
0,Missouri,Manchester,1548,0,0,0
0,Illinois,Deerfield,2750,3,1,0
0,Iowa,Coralville,1360,8,1,4
0,Connecticut,Wolcott,1534,2,0,0
0,Illinois,Bridgeview,1580,7,4,5
0,Florida,Sebastian,1391,13,0,6
0,Pennsylvania,Bryn Mawr,2817,2,0,0
0,California,El Segundo,3862,4,3,3
0,South Carolina,Boiling Springs,1220,8,1,4
0,Pennsylvania,Carlisle,1141,63,4,14
0,Missouri,Republic,837,8,1,3
0,Minnesota,Hibbing,816,6,0,2
0,South Carolina,Murrells Inlet,1311,5,2,1
0,North Carolina,Mount Holly,1171,8,4,2
0,Texas,Corsicana,1160,7,4,3
0,Oregon,Four Corners,1347,0,0,0
0,Washington,Mukilteo,2404,5,5,3
0,New Jersey,Pennsauken,1485,11,2,3
0,Idaho,Jerome,943,6,2,1
0,Illinois,Lake Forest,4785,4,3,0
0,Tennessee,Portland,1188,8,3,3
0,South Carolina,Beaufort,1302,147,16,47
0,Rhode Island,East Greenwich,2138,3,0,0
0,Pennsylvania,East Stroudsburg,1211,18,3,5
0,Georgia,North Druid Hills,2041,0,0,0
0,Florida,Winter Haven,1124,50,13,23
0,New Jersey,Hawthorne,1827,3,0,1
0,Texas,Bellaire,5532,7,2,3
0,California,Greenfield,1701,18,9,8
0,Maryland,Suitland-Silver Hill,1706,0,0,0
0,Idaho,Mountain Home,940,8,5,3
0,California,Kingsburg,1319,2,0,0
0,New Jersey,Franklin Township,1602,3,0,2
0,North Carolina,Hope Mills,980,18,9,11
0,New Jersey,Delran,1858,2,0,1
0,Pennsylvania,Mountain Top,1370,4,2,2
0,Texas,Midlothian,1802,2,1,2
0,Iowa,Waukee,1632,2,1,0
0,Massachusetts,Town of Webster,1484,0,0,0
0,Louisiana,Crowley,1061,37,21,20
0,Ohio,Springboro,1683,4,3,1
0,Louisiana,Minden,987,10,0,6
0,Pennsylvania,Newtown Township,2252,0,0,0
0,Utah,Herriman,1769,4,0,3
0,Ohio,Berea,1192,6,0,0
0,Virginia,Vinton,1084,5,3,0
0,Texas,Royse City,1585,6,6,2
0,Kentucky,Paris,998,7,2,8
0,New Mexico,Aztec,1098,7,7,0
0,Texas,Kyle,1486,9,3,2
0,Michigan,Sault Sainte Marie,860,2,0,0
0,Massachusetts,Ashland,2361,3,0,0
0,Ohio,Fairview Park,1293,0,0,0
0,New York,Town of Oneonta,1319,0,0,0
0,Utah,Kaysville,1566,2,2,0
0,Michigan,Grand Rapids Township,1524,0,0,0
0,Missouri,Hazelwood,994,24,6,12
0,Illinois,Sycamore,1353,2,2,1
0,Indiana,Madison,920,4,2,2
0,Maryland,Lanham Seabrook,1942,0,0,0
0,South Carolina,Laurens,953,19,4,11
0,California,Alamo,6034,1,0,0
0,Pennsylvania,East Lampeter Township,1166,0,0,0
0,West Virginia,Bridgeport,1200,9,0,1
0,Alabama,Muscle Shoals,988,10,8,3
0,Missouri,Concord,1360,0,0,0
0,California,Hercules,2722,5,0,4
0,New York,Cortlandt Manor,2639,2,0,0
0,California,Lathrop,1767,4,3,1
0,New Jersey,Holmdel,3257,4,3,3
0,New Jersey,Ocean Acres,1756,0,0,0
0,Louisiana,Port Allen,1274,15,6,8
0,Michigan,Temperance,1108,4,0,1
0,New York,Town of Geneva,1292,0,0,0
0,West Virginia,Fairmont,873,34,11,10
0,North Carolina,Murphy,1061,3,1,2
0,Minnesota,Saint Michael,1668,1,2,0
0,New Jersey,Denville,2474,1,2,0
0,Texas,Athens,1282,6,2,4
0,Arizona,Sedona,2049,2,2,0
0,California,Artesia,2377,9,5,6
0,Connecticut,Brookfield,2192,0,0,0
0,Connecticut,Newtown,2290,4,0,1
0,Pennsylvania,New Cumberland,1254,6,2,2
0,Missouri,Jackson,906,8,1,1
0,Missouri,Raymore,1528,2,1,1
0,New Jersey,Rutherford,2194,2,1,0
0,California,McKinleyville,1496,0,0,0
0,Michigan,Hazel Park,937,6,0,3
0,Nebraska,Fremont,1145,6,1,4
0,Florida,Sunset,2378,0,0,0
0,Pennsylvania,Lansdale,1527,4,7,0
0,California,Exeter,1206,7,3,2
0,New York,Union,1170,0,0,0
0,New Jersey,New Milford,2432,3,0,0
0,Mississippi,Vancleave,1210,8,2,3
0,Washington,Yelm,1388,3,0,1
0,Florida,Lynn Haven,1384,8,0,0
0,Texas,Converse,1267,21,13,15
0,Georgia,Leesburg,1116,7,2,2
0,Colorado,Sterling,1249,0,0,0
0,Illinois,Hinsdale,4665,0,0,0
0,Missouri,Jennings,773,16,3,7
0,New Mexico,Los Alamos,1364,4,0,0
0,Alabama,Enterprise,858,27,8,16
0,Florida,Three Lakes,1966,0,0,0
0,New York,Town of Horseheads,1265,0,0,0
0,Florida,New Smyrna Beach,1486,22,3,8
0,Pennsylvania,West Norriton,1536,1,0,1
0,Oregon,Prineville,1294,6,3,4
0,Pennsylvania,Lower Allen Township,1303,0,0,0
0,Illinois,Lincoln,982,3,1,1
0,Colorado,Louisville,2341,0,0,0
0,Massachusetts,Agawam,1506,4,0,1
0,Texas,Nederland,1327,4,0,0
0,Connecticut,Madison,2329,2,0,1
0,Florida,Palm River-Clair Mel,1152,0,0,0
0,California,South San Jose Hills,2052,0,0,0
0,Florida,Lake Placid,945,8,0,7
0,South Carolina,Chapin,1414,4,2,2
0,California,West Whittier-Los Nietos,2246,0,0,0
0,Tennessee,Pulaski,988,4,2,1
0,Georgia,Bonaire,1193,11,3,3
0,North Carolina,Morrisville,1542,45,2,5
0,Washington,Ridgefield,1940,7,2,3
0,Massachusetts,Town of Amesbury,1904,0,0,0
0,South Carolina,Summerville,1432,128,33,46
0,Massachusetts,Swansea,1535,4,2,0
0,South Carolina,Piedmont,1145,25,8,13
0,Massachusetts,Town of Hudson,2334,0,0,0
0,Wyoming,Riverton,1038,6,2,2
0,Florida,Clewiston,1236,8,2,12
0,Minnesota,Anoka,1439,2,0,2
0,California,Laguna Woods,2081,1,1,0
0,Massachusetts,Auburn,1663,7,2,3
0,Michigan,Ionia,910,3,3,0
0,New York,Cohoes,1279,4,0,1
0,Michigan,Gaylord,902,2,0,1
0,Louisiana,Walker,1338,10,3,2
0,Indiana,Westfield,1533,4,0,0
0,Louisiana,Youngsville,1453,6,1,1
0,Washington,Lynden,1539,5,0,1
0,Connecticut,Town of Colchester,1605,0,0,0
0,Missouri,Lemay,869,0,0,0
0,Maryland,Cambridge,1302,7,2,3
0,Georgia,Blairsville,1200,1,2,0
0,Texas,Big Spring,1033,15,7,7
0,Louisiana,Plaquemine,1119,16,7,7
0,New Jersey,Clinton Township,2433,0,0,0
0,Florida,Mulberry,1188,5,1,3
0,Arizona,San Luis,847,1,0,0
0,Texas,Corinth,1777,0,0,0
0,Maryland,Langley Park,1742,0,0,0
0,Alabama,Ozark,847,19,3,15
0,California,Fillmore,2290,5,3,4
0,Illinois,Machesney Park,1100,9,1,6
0,Massachusetts,Middleborough,1847,0,0,0
0,California,Rancho Mirage,3134,1,0,1
0,Rhode Island,Portsmouth,2115,3,1,0
0,Utah,North Ogden,1363,1,1,1
0,Massachusetts,Easthampton,1783,2,0,0
0,Utah,Washington,1389,1,0,0
0,New York,Town of Monroe,2185,0,0,0
0,New Jersey,Asbury Park,1996,36,7,28
0,Georgia,Locust Grove,1172,5,7,6
0,New Jersey,Metuchen,2372,1,0,0
0,Michigan,Waverly,1029,0,0,0
0,New Jersey,Cinnaminson,1883,0,0,0
0,Michigan,Grosse Pointe Woods,1394,1,0,0
0,California,San Anselmo,4283,1,0,0
0,New Hampshire,Laconia,1202,22,1,3
0,Illinois,Mundelein,1653,0,0,0
0,Ohio,Dover,1075,1,1,0
0,Minnesota,Red Wing,1328,8,1,1
0,New York,Farmingville,2594,0,0,0
0,New York,Town of Potsdam,1297,0,0,0
0,Mississippi,Gautier,949,12,5,6
0,Massachusetts,Abington,1928,3,0,2
0,California,Twentynine Palms,828,16,8,3
0,Texas,Lumberton,1449,1,0,1
0,Maryland,Lochearn,1604,1,0,1
0,Texas,Universal City,1342,4,3,2
0,Arizona,Eloy,797,2,2,0
0,Wisconsin,Pleasant Prairie,1606,7,4,2
0,Maryland,Hyattsville,1979,31,16,21
0,Virginia,Rose Hill,2468,0,0,0
0,Wisconsin,Ashwaubenon,1089,0,0,0
0,Indiana,Dyer,1611,6,2,2
0,Ohio,Middleburg Heights,1336,1,1,0
0,Michigan,Greenville,974,1,1,0
0,Massachusetts,Rockland,1913,6,0,1
0,Pennsylvania,Wilkinsburg,903,13,4,7
0,Utah,Brigham City,1133,0,0,0
0,Illinois,Roscoe,1337,0,0,0
0,Texas,Silsbee,1172,3,3,1
0,Connecticut,Suffield,1879,3,1,0
0,Maryland,Joppa,1502,2,1,1
0,New York,Rye,8692,2,0,0
0,Oregon,Astoria,1447,1,0,0
0,Maine,Waterville,928,23,0,1
0,Georgia,Cairo,975,9,4,3
0,Minnesota,Stillwater,1634,3,1,1
0,Nevada,Mesquite,1188,2,0,0
0,Arizona,Marana,1263,2,1,0
0,Michigan,Huron Township,1164,0,0,0
0,Tennessee,East Brainerd,1452,0,0,0
0,Colorado,Evans,1378,11,6,1
0,Pennsylvania,Greene Township,1200,0,0,0
0,Florida,Pinecrest,5253,0,0,0
0,Pennsylvania,Upper Gwynedd Township,2043,0,0,0
0,North Carolina,Canton,1098,5,0,2
0,Massachusetts,Longmeadow,2125,1,0,0
0,California,Anderson,1151,12,2,7
0,New Jersey,West Milford,1783,4,0,0
0,California,Healdsburg,2703,4,0,3
0,Illinois,Libertyville,2572,2,1,0
0,Massachusetts,Pembroke,2079,0,0,0
0,Idaho,Eagle,1757,0,0,0
0,Texas,White Settlement,1169,1,0,1
0,Virginia,Farmville,1197,5,0,1
0,New York,Town of Johnstown,1299,0,0,0
0,Georgia,Grayson,1490,3,1,0
0,Kentucky,Hebron,1378,21,0,1
0,Georgia,North Decatur,1708,0,0,0
0,Arkansas,Mena,881,1,1,0
0,Arizona,Show Low,1159,2,2,1
0,Texas,Pecan Grove,1762,0,0,0
0,Pennsylvania,Back Mountain,1417,0,0,0
0,Washington,Covington,1956,0,0,0
0,Connecticut,Avon,2186,0,0,0
0,Missouri,Clayton,3239,2,1,0
0,New Jersey,Wyckoff,3161,3,0,0
0,Tennessee,Goodlettsville,1532,14,4,8
0,Texas,San Elizario,931,3,2,0
0,Indiana,Danville,1238,2,0,1
0,Kentucky,Lawrenceburg,995,15,6,3
0,Alabama,Pell City,1165,6,3,0
0,Georgia,Fort Valley,895,25,5,18
0,New York,Gloversville,1147,8,1,1
0,Massachusetts,Town of Hopkinton,2696,0,0,0
0,New York,Lysander,1623,0,0,0
0,New Jersey,North Arlington,2236,2,0,0
0,Kentucky,Shively,920,0,0,0
0,Nebraska,South Sioux City,1120,6,1,0
0,Ohio,Bucyrus,843,0,0,0
0,West Virginia,Hurricane,1138,9,1,3
0,Florida,Ojus,1622,0,0,0
0,Idaho,Sandpoint,1252,13,3,3
0,Minnesota,Grand Rapids,1251,5,1,1
0,Massachusetts,Town of Southbridge,1388,0,0,0
0,Minnesota,Ham Lake,1727,1,0,0
0,Kentucky,Franklin,918,8,3,4
0,New Jersey,Warren,3437,2,3,0
0,New York,Town of Fishkill,1943,0,0,0
0,New York,Town of Olean,1135,0,0,0
0,Connecticut,Ellington,1692,2,1,0
0,Colorado,Steamboat Springs,2301,4,1,1
0,Massachusetts,North Reading,2514,0,0,0
0,Georgia,Belvedere Park,960,0,0,0
0,Pennsylvania,Upper Allen,1467,0,0,0
0,New Jersey,South Orange,2882,6,0,1
0,New Mexico,Lovington,919,3,1,0
0,California,Bonita,2745,0,0,0
0,Ohio,Concord Township,1582,0,0,0
0,Florida,Glenvar Heights,1922,0,0,0
0,New York,Depew,1245,3,0,0
0,Kentucky,Radcliff,937,14,3,10
0,New York,Town of Warwick,2074,0,0,0
0,California,Glen Avon,1767,0,0,0
0,Maryland,Havre de Grace,1547,0,0,0
0,West Virginia,Charles Town,1403,5,4,3
0,Nevada,Boulder City,1279,3,1,1
0,Pennsylvania,Whitemarsh Township,2298,0,0,0
0,Virginia,Lincolnia,2349,1,0,1
0,New York,Ogden,1450,0,0,0
0,Kansas,Ottawa,908,5,1,1
0,New Jersey,Mantua,1675,0,0,0
0,Minnesota,Princeton,1346,5,1,0
0,North Carolina,Richlands,851,7,0,1
0,Pennsylvania,West Hempfield Township,1242,0,0,0
0,Florida,Haines City,1159,15,6,9
0,Pennsylvania,Upper Southampton Township,1948,0,0,0
0,Maryland,Forest Hill,1907,1,0,0
0,Pennsylvania,Hanover,1117,13,1,4
0,Pennsylvania,Antrim Township,1226,0,0,0
0,Texas,La Marque,1251,16,11,9
0,Texas,Portland,1604,1,0,1
0,Florida,Maitland,1663,4,1,0
0,Michigan,Pinckney,1534,0,0,0
0,Florida,Tavares,1286,14,3,2
0,Maryland,Lusby,1518,5,2,1
0,Massachusetts,Wareham,1676,13,1,3
0,Pennsylvania,Upper Saucon Township,1770,0,0,0
0,New York,Westbury,2955,8,0,5
0,New York,Gates-North Gates,1256,0,0,0
0,Indiana,New Haven,1011,4,0,0
0,New Jersey,Bordentown Township,1804,1,0,1
0,Georgia,Eatonton,1223,5,7,6
0,Connecticut,Tolland,1747,5,0,0
0,North Carolina,Denver,1507,6,2,2
0,Connecticut,Montville,1491,6,2,1
0,Michigan,Texas Township,2117,0,0,0
0,Wisconsin,Town of Whitewater,1256,0,0,0
0,New York,Glenville,1576,0,0,0
0,Colorado,Lafayette,2057,3,2,0
0,New York,Town of Stony Point,2373,0,0,0
0,Alabama,Trussville,1421,10,6,1
0,Michigan,Delhi Township,1549,0,0,0
0,Missouri,Troy,1098,4,0,2
0,Montana,Belgrade,1442,11,2,1
0,Florida,Parrish,1788,5,1,3
0,Wisconsin,Portage,1050,7,2,0
0,California,Santa Fe Springs,2290,7,3,2
0,New York,Johnson City,1055,11,2,5
0,South Carolina,Okatie,1727,7,2,1
0,Massachusetts,Walpole,2504,3,0,1
0,New York,Town of Bedford,4058,0,0,0
0,Tennessee,Jonesborough,1003,7,5,2
0,Idaho,Emmett,1031,4,1,3
0,Minnesota,Marshall,1167,1,0,0
0,Oklahoma,Woodward,904,4,0,3
0,Florida,Lady Lake,1398,21,4,0
0,Pennsylvania,Abington,1797,5,2,1
0,Arkansas,White Hall,826,3,0,0
0,Kansas,McPherson,1077,0,0,0
0,New Jersey,South River,2052,0,0,0
0,Virginia,Ashland,1420,6,2,4
0,Mississippi,Florence,1232,3,1,2
0,Texas,Wharton,1246,0,0,0
0,Texas,Dumas,1070,1,1,1
0,New Jersey,Highland Park,2162,1,0,0
0,Oregon,Cottage Grove,1172,7,3,4
0,Georgia,Saint Simons Island,2022,2,2,0
0,Colorado,Morrison,2103,2,0,4
0,Massachusetts,North Attleboro,1695,5,1,1
0,Ohio,Galion,817,0,0,0
0,Pennsylvania,Peters Township,2459,0,0,0
0,Illinois,Midlothian,1435,6,1,1
0,Utah,American Fork,1395,6,3,3
0,Ohio,Van Wert,890,2,0,0
0,Pennsylvania,Forks Township,1712,0,0,0
0,California,West Puente Valley,2133,0,0,0
0,Indiana,Angola,1144,3,0,1
0,Oregon,Ontario,1154,15,3,8
0,Illinois,Hickory Hills,1697,2,0,0
0,Rhode Island,Town of Tiverton,1745,0,0,0
0,Wisconsin,Rhinelander,984,3,1,1
0,New Hampshire,Town of Durham,2249,0,0,0
0,Michigan,Saint Johns,1161,2,1,1
0,New Jersey,Phillipsburg,1200,4,1,2
0,Texas,West University Place,6410,0,0,0
0,Virginia,Manassas Park,1674,1,0,0
0,New York,New Hartford,1397,4,0,0
0,Michigan,Gladwin,869,3,1,3
0,California,Orland,1339,7,2,4
0,New Jersey,Hammonton,1432,6,3,2
0,Michigan,Highland,1558,4,2,1
0,Pennsylvania,Horsham,1711,0,0,0
0,Illinois,Palos Hills,1526,1,0,1
0,Massachusetts,Town of Bellingham,2149,0,0,0
0,Texas,Angleton,1448,1,0,1
0,New Hampshire,Town of Milford,1733,0,0,0
0,Pennsylvania,Willow Grove,1690,2,0,2
0,Maine,Town of Sanford,1293,0,0,0
0,Florida,Satellite Beach,1762,1,0,1
0,Michigan,Northview,1307,0,0,0
0,Ohio,Oregon,1027,9,3,0
0,Utah,East Millcreek,1781,1,2,0
0,Texas,Highland Village,2396,1,0,0
0,Pennsylvania,Telford,1613,1,0,0
0,Ohio,Trenton,1158,2,1,0
0,Massachusetts,Town of Scituate,2477,0,0,0
0,Virginia,Bon Air,1403,1,0,0
